Tipo tabela,Segmento,Código do procedimento,Mnemônico,Descrição,Status do procedimento,Código tabela,Correlação TUSS,Descrição TUSS,Cobertura,Observação cobertura,Valor exame,Valor atualizado,Componente de preço,Quantidade CH,Unidade financeira,Valor unidade financeira,Porcentagem,Área Laboratorial Padrão,Área Laboratorial Exclusiva
1,1,543,PEP,PEPTIDEO-C,Ativo,1208,,,S,,"15,08",,2 - CH,"15,08","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,545,HLA,PESQUISA DE HLA (B/27),Ativo,190,,,S,,60,,2 - CH,60,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,549,DPS,PROTEINA S TOTAL,Ativo,28021231,,,S,,90,,2 - CH,90,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,712,ANG,3 - ALFA ANDROSTANEDIOL GLUCURONIDE,Ativo,28050959,,,S,,"26,04",,2 - CH,"26,04","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,721,CBX,CARBOXIHEMOGLOBINA [SANGUE TOTAL],Ativo,1115,,,S,,"19,6",,2 - CH,"19,6","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,736,EIM,TRIAGEM URINÁRIA MÍNIMA PARA ERROS INATOS [URINA ISOLADA],Ativo,28130189,,,S,,"54,83",,2 - CH,"54,83","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,762,LSH,LEISHMANIOSE,Ativo,28061551,,,S,,"10,05",,2 - CH,"10,05","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,775,OSM,OSMOLALIDADE [URINA ISOLADA],Ativo,1203,,,S,,"5,03",,2 - CH,"5,03","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,816,RPC,PROTEINA C RESISTENCIA ATIVADA,Ativo,1233,,,S,,"150,78",,2 - CH,"150,78","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,922,AGG,GLIADINA IGG (GLUTEN) - ANTICORPOS ANTI,Ativo,176,,,S,,40,,2 - CH,40,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,929,ATP,ALFA-1-ANTITRIPSINA FECAL,Ativo,160,,,S,,"19,6",,2 - CH,"19,6","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,962,CTA,CISTATINA C,Ativo,1128,,,S,,"35,18",,2 - CH,"35,18","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,995,HPN,HIDROXIPROLINA [URINA 24 HORAS],Ativo,1182,,,S,,"19,6",,2 - CH,"19,6","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1001,IMU,ELETROFORESE DE IMUNOGLOBULINAS IMUNOFIXACAO [SORO],Ativo,1188,,,S,,48,,2 - CH,48,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1067,CTE,ACETILCOLINESTERASE ERITROCITÁRIA,Ativo,1135,,,S,,"8,55",,2 - CH,"8,55","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1118,AEN,"ENDOMISIO IgA, ANTICORPOS ANTI",Ativo,175,,,S,,40,,2 - CH,40,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1122,AGB,"GLIADINA IgM, ANTICORPOS ANTI",Ativo,176,,,S,,40,,2 - CH,40,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1161,FTL,TREPONEMA IgG (IMUNOFLUORESCENCIA) [LIQUOR],Ativo,1171,,,S,,"25,14",,2 - CH,"25,14","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1229,CPF2,CULTURA DE FUNGOS 2ª AMOSTRA,Ativo,28100662,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1289,FNL,ACIDO FENILGLIOXILICO [URINA ISOLADA],Ativo,141,,,S,,"12,56",,2 - CH,"12,56","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1305,HPV2,HPV-CAPTURA HIBRIDA [2],Ativo,1185,,,S,,"90,46",,2 - CH,"90,46","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1306,HPV3,HPV-CAPTURA HIBRIDA [3],Ativo,1185,,,S,,"90,46",,2 - CH,"90,46","0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1354,CPF3,CULTURA DE FUNGOS 3ª AMOSTRA,Ativo,28100662,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1391,CBK2,CULTURA DE BK (2ª AMOSTRA),Ativo,28100581,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1392,CBK3,CULTURA DE BK (3ª AMOSTRA),Ativo,28100581,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,1493,CPF4,CULTURA DE FUNGOS 4ª AMOSTRA,Ativo,28100662,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Db - Diagnostico do brasil,
1,1,68,DGN,DIMERO-D,Ativo,1151,,,S,,"71,87",,2 - CH,"71,87","0001 - R$ 1,00",1,100,Hematologia II,
1,1,16,LUC24,CORTISOL LIVRE [URINA 24 HORAS],Ativo,1140,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,112,C15,CA 15-3 [SORO],Ativo,1110,,,S,,"19,6",,2 - CH,"19,6","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,354,ACR,"ACETILCOLINA, ANTICORPO LIGADOR DO RECEPTOR",Ativo,174,,,S,,"80,41",,2 - CH,"80,41","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,362,AOU,ÁCIDOS ORGÂNICOS [AMOSTRA ISOLADA],Ativo,1209,,,S,,"145,24",,2 - CH,"145,24","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,364,VAL,ÁCIDO VALPRÓICO - VALPROATO DE SÓDIO [SORO],Ativo,150,,,S,,"15,08",,2 - CH,"15,08","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,366,ACT,ACTH - HORMÔNIO ADRENOCORTICOTRÓFICO [SANGUE],Ativo,152,,,S,,"17,56",,2 - CH,"17,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,367,ADA,ADENOSINA DEAMINOSE ADA,Ativo,153,,,S,,28,,2 - CH,28,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,370,ADS,ALDOSTERONA [SORO],Ativo,159,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,378,ACC,ANCA-C [SORO],Ativo,166,,,S,,"40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,379,AAP,P - ANCA,Ativo,166,,,S,,"40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,390,ANJ,"JO-1, AUTO ANTICORPOS ANTI [SORO]",Ativo,178,,,S,,"20,11",,2 - CH,"20,11","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,391,KLM,"LKM -1, ANTI [SORO]",Ativo,179,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,393,SSA,"SSA/RO, AUTO ANTICORPOS ANTI [SORO]",Ativo,28061136,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,394,SSB,"SSB/LA, AUTO ANTICORPOS ANTI",Ativo,28061144,,,S,,"18,6",,2 - CH,"18,6","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,397,AAD,"ENDOMISIO IgM, ANTICORPOS ANTI",Ativo,175,,,S,,40,,2 - CH,40,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,411,AMS,"SM, AUTO ANTICORPOS ANTI [SORO]",Ativo,171,,,S,,"25,14",,2 - CH,"25,14","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,413,IML,"MÚSCULO LISO, ANTICORPOS ANTI ASMA [SORO]",Ativo,180,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,417,SCL,ANTICORPOS ANTI SCL-70 [SORO],Ativo,170,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,419,DNA,"DNA NATIVO, AUTO-ANTICORPOS ANTI [SORO]",Ativo,173,,,S,,20,,2 - CH,20,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,422,AAM,ANTICORPOS ANTI-MITOCONDRIA [SORO],Ativo,185,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,424,ATB,ANTITROMBINA III [SANGUE],Ativo,193,,,S,,30,,2 - CH,30,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,430,BES,BETA 2 MICROGLOBULINA [SORO],Ativo,199,,,S,,"29,66",,2 - CH,"29,66","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,434,CLC,CALCITONINA [SORO],Ativo,1112,,,S,,"19,6",,2 - CH,"19,6","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,438,CTC,CATECOLAMINAS - FRAÇÕES [SANGUE],Ativo,1117,,,S,,70,,2 - CH,70,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,444,AVMU24,ACIDO VANIL MANDELICO [URINA 24 HORAS],Ativo,151,,,S,,"12,56",,2 - CH,"12,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,446,D19,LINFÓCITOS - TIPAGEM [SANGUE],Ativo,1242,,,S,,"42,22",,2 - CH,"42,22","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,457,CUQ,COMPLEMENTO C1q [SORO],Ativo,1104,,,S,,"50,26",,2 - CH,"50,26","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,458,C2,COMPLEMENTO SÉRICO C2 [SORO],Ativo,1106,,,S,,"44,73",,2 - CH,"44,73","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,460,DEC,COMPOSTO S 11 DESOXI-CORTISOL,Ativo,121,,,S,,"55,29",,2 - CH,"55,29","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,463,CAG,CRIOAGLUTININAS,Ativo,28060423,,,S,,"5,03",,2 - CH,"5,03","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,465,CMN,CROMATOGRAFIA DE AMINOACIDOS [AMOSTRA ISOLADA],Ativo,1145,,,S,,"69,86",,2 - CH,"69,86","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,466,CPP,"AMINOÁCIDOS, CROMATOGRAFIA QUANTITATIVA",Ativo,1145,,,S,,"69,86",,2 - CH,"69,86","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,477,ELF,ELETROFORESE DE HEMOGLOBINA [SANGUE],Ativo,1155,,,S,,30,,2 - CH,30,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,481,ECA,ENZIMA CONVERSORA DA ANGIOTENSINA [SORO],Ativo,1159,,,S,,"40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,482,EPC,ERITROPOIETINA,Ativo,1160,,,S,,"49,26",,2 - CH,"49,26","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,485,FAN,FATOR ANTI-NUCLEAR - FAN [SANGUE],Ativo,1161,,,S,,"15,8",,2 - CH,"15,8","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,496,FLL,FENILALANINA (PKU) [PKU + SANGUE],Ativo,1164,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,505,GST,GASTRINA,Ativo,1174,,,S,,"24,12",,2 - CH,"24,12","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,516,HNA,ANTICORPOS ANTI HISTONA / CROMATINA [SORO],Ativo,177,,,S,,"28,15",,2 - CH,"28,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,519,HMS,HOMOCISTEINA [SORO],Ativo,1183,,,S,,50,,2 - CH,50,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,526,SSO,ISOAGLUTININAS [SORO + SANGUE EDTA],Ativo,28061217,,,S,,"13,25",,2 - CH,"13,25","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,529,LIT,LÍTIO [SORO],Ativo,28011112,,,S,,"10,05",,2 - CH,"10,05","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,540,OXC,OXCARBAZEPINA [SORO],Ativo,1205,,,S,,"30,15",,2 - CH,"30,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,544,PFF,PERFIL DO FAN,Ativo,1162,,,S,,80,,2 - CH,80,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,547,DPC,PROTEINA C FUNCIONAL,Ativo,1228,,,S,,60,,2 - CH,60,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,551,REN,ATIVIDADE PLASMATICA DA RENINA,Ativo,28050509,,,S,,"30,15",,2 - CH,"30,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,556,CAXG,CAXUMBA - Anticorpos IgG,Ativo,1118,,,S,,"40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,559,SAR,"SOROLOGIA SARAMPO (IgG,IgM)",Ativo,28060920,,,S,,"40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,569,HUD,"HERPES I E II, PCR [LIQUOR]",Ativo,1181,,,S,,"145,75",,2 - CH,"145,75","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,573,TIR,TIROSINA [SANGUE],Ativo,28666546,,,S,,"12,56",,2 - CH,"12,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,576,TPS,ALFA 1 ANTI TRIPISINA [SORO],Ativo,28010221,,,S,,"12,56",,2 - CH,"12,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,577,TPF,PESQUISA PARA TRIPSINA FECAL,Ativo,28121433,,,S,,"29,15",,2 - CH,"29,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,701,C17,17 CETOSTEROIDES NEUTROS TOTAIS [URINA 24 HORAS],Ativo,28100213,,,S,,"10,05",,2 - CH,"10,05","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,706,AHG,ÁCIDO HOMOGENTÍSICO [URINA AMOSTRA ISOLADA],Ativo,144,,,S,,"10,05",,2 - CH,"10,05","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,707,ACV,ÁCIDO HOMOVANÍLICO [URINA 24 HORAS],Ativo,145,,,S,,"16,08",,2 - CH,"16,08","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,722,CTN,BETA CAROTENO [SORO],Ativo,1100,,,S,,"30,15",,2 - CH,"30,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,723,CGU,CATECOLAMINAS - FRAÇÕES [URINA 24 HORAS],Ativo,1117,,,S,,70,,2 - CH,70,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,729,C50,COMPLEMENTO - CH-50,Ativo,1125,,,S,,23,,2 - CH,23,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,734,DGS,DIGOXINA,Ativo,1150,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,743,FBA,FENOBARBITAL,Ativo,1165,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,746,GAL,GALACTOSE NEONATAL,Ativo,1173,,,S,,"19,1",,2 - CH,"19,1","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,751,HUD2,"HERPES I E II, PCR [SORO]",Ativo,1181,,,S,,"145,75",,2 - CH,"145,75","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,755,HDA,"2,5 HEXANODIONA URINÁRIO [URINA ISOLADA]",Ativo,28020622,,,S,,"25,14",,2 - CH,"25,14","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,760,LMT,"LAMOTRIGINA, DOSAGEM",Ativo,28595630,,,S,,"84,94",,2 - CH,"84,94","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,763,LEP,LEPTINA,Ativo,28051009,,,S,,"34,68",,2 - CH,"34,68","0001 - R$ 1,00",1,100,Hermes Pardini,
